Filename,Total Duration (s),Pause Duration (s),Mean Energy,Mean Pitch (Hz),Spectral Centroid,Zero Crossing Rate,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,MFCC_Delta_1,MFCC_Delta_2,MFCC_Delta_3,MFCC_Delta_4,MFCC_Delta_5,MFCC_Delta_6,MFCC_Delta_7,MFCC_Delta_8,MFCC_Delta_9,MFCC_Delta_10,MFCC_Delta_11,MFCC_Delta_12,MFCC_Delta_13,MFCC_Delta2_1,MFCC_Delta2_2,MFCC_Delta2_3,MFCC_Delta2_4,MFCC_Delta2_5,MFCC_Delta2_6,MFCC_Delta2_7,MFCC_Delta2_8,MFCC_Delta2_9,MFCC_Delta2_10,MFCC_Delta2_11,MFCC_Delta2_12,MFCC_Delta2_13
paulhornung_10.wav,90.0,62.95,0.0198,65.64,1850.14,0.04,-745.8268,124.498405,23.088202,15.213584,10.813128,11.266819,-1.2107115,-5.4849253,-5.021384,-4.1490216,-0.17238803,-3.0935988,-1.2789214,0.010822001,0.0028264923,-0.008226651,-0.00067369954,-0.0020418505,-0.0022752937,-0.0005005128,-0.0005259358,0.001781308,2.5882564e-05,-0.0018345744,-0.0015559488,-0.0004035251,0.0041607274,0.005927499,0.0016102756,-0.0038841653,-0.000111730595,0.0006681483,-0.00015561638,-0.00016321709,4.389095e-05,0.00012434846,-0.00034774322,-0.0016014546,-0.0008574577
paulhornung_0.wav,81.0,27.33,0.0328,73.75,1983.92,0.0461,-642.48145,151.74461,-10.059792,16.714027,1.4442912,10.312978,-11.0951605,-4.916632,-7.5666413,-16.700716,-6.4034495,-9.862314,-4.6763577,-0.013144903,-0.01198179,-0.0058117583,0.0059195976,0.005916775,0.0005736327,0.0046053124,-0.002243036,-0.0010425005,0.0007766296,0.0003708584,0.00073938136,-0.0017185194,-0.0037722725,0.0008558266,0.004206193,0.0010390178,0.00037056828,-1.7539109e-05,0.0012171577,0.0011894652,-0.00013154646,5.6809335e-05,0.0005288637,-0.0002553319,0.00016516609
PeterFalk_15.wav,26.0,6.13,0.051,66.31,2605.69,0.0789,-536.1248,163.93835,-59.732685,52.756626,-4.5353045,17.236338,0.6516002,-15.591176,11.785456,-20.412851,10.679631,-2.4094229,-6.3259764,-0.017374223,0.0039414302,0.00064730644,0.0054323077,-0.014142743,-0.008113893,0.010864294,0.012741056,-0.0009626176,-0.00057453004,-0.0022700739,0.0013066939,0.013796882,0.02085031,-0.015612033,-0.0029285941,-0.0035547586,0.0024196778,-0.0025269676,-0.00011713271,0.000458085,-0.00088637,0.0074434076,-1.2059297e-05,0.0020903645,0.0007340167
PeterFalk_10.wav,21.02,5.05,0.0453,75.49,1585.96,0.0341,-610.345,180.22319,-1.9001365,19.027151,3.2622235,9.040098,-12.939684,-1.3285185,-1.0615089,-5.870871,2.5114017,0.519957,5.7181826,0.051028352,0.02062091,0.01064797,-0.020507304,-0.015279469,-0.011910919,-0.0046974984,0.0037217876,-0.0063591455,-0.006676013,0.0018124509,0.0104369745,0.014743613,-0.044515498,-0.014389591,0.024298996,0.0009711796,0.0055436767,-0.011010805,0.0045245313,-0.00906648,0.0068416563,0.005766877,-0.0043973797,0.0020029969,-0.0023494828
YokoOno_3.wav,29.0,8.51,0.0254,109.57,3002.26,0.086,-597.2914,128.80344,-31.261759,41.217068,-18.884396,3.1971452,-13.323476,0.07594078,-0.011570144,-6.548916,1.4327751,-4.379004,4.5827003,-0.07994616,-0.01534004,0.018918522,-0.000717044,-0.020001585,-0.007587118,0.014009012,0.009123245,0.007624625,0.0014165773,0.00110687,0.0062836595,0.009527815,0.032725282,0.0055697868,-0.0034378616,-0.0035388044,9.616458e-05,-0.0034817301,-0.0025584132,-0.0005457659,0.0015546302,0.0036273506,0.0028717548,-1.7940663e-05,-0.0018191021
YokoOno_2.wav,23.0,12.71,0.0191,88.17,1618.74,0.0385,-689.701,154.52069,9.322263,11.477473,5.5853944,3.7057319,-3.2774227,-0.43869644,3.5068212,2.7606213,2.047887,-1.3369379,2.8557174,0.025752606,0.014069091,-0.0242568,-0.009784747,0.0030046352,-0.0009937652,0.0035635557,0.0043331343,0.002088595,-0.0014594614,-0.001998046,0.000944407,-0.00061492843,-0.0013870288,-0.0025176567,0.000666347,-0.0015081456,-0.0013385654,-0.007803917,-0.0035300457,-0.0009899237,-0.0038335356,0.0007517446,0.0039957855,0.0013773376,0.0023114982
YokoOno_1.wav,30.9,11.57,0.0142,81.47,2482.03,0.0533,-651.0748,131.49966,7.1660814,41.969654,-0.76174194,8.684435,-9.409437,4.7689815,-6.6157904,-1.059739,0.18035796,-5.823731,2.5995562,-0.008348426,-0.06982107,0.00569112,0.03800428,-0.02988311,0.03009269,0.00078481593,-0.0033974622,-0.00012438069,0.010847286,-0.0039965003,-0.0025714193,-0.003205727,0.0021947972,-0.0037357626,0.007715544,-0.0045752185,-0.001448421,-0.006590778,-0.003996682,0.004490657,-0.0005693339,0.00071026274,0.0013140441,-0.0032524546,-0.0055150953
Kirk Douglas_1.wav,61.0,19.37,0.0158,65.5,2137.0,0.0543,-625.99756,158.05945,-18.881548,12.2802925,3.4192815,15.035394,-2.669338,-1.6665534,-8.221934,-5.8225164,2.1263719,-8.258599,-9.75777,-0.020883474,-0.0012516315,0.007922686,-0.0033596058,-0.00084248045,0.0027714102,0.0036225992,0.0026745228,-0.0012638861,-0.00024371615,0.00067886984,-0.0018255492,0.0039171106,0.012416548,-0.0011678017,0.0025779982,0.0013075203,0.0019531415,-0.00052703294,0.0019986106,-0.001133157,-0.0010585942,0.00021989869,-0.0016784682,-0.001123406,-0.00039001284
Kirk Douglas_3.wav,30.0,8.94,0.0516,80.04,1860.6,0.0402,-645.29535,155.26009,-10.853117,23.30447,0.44706017,12.558885,1.4148712,-16.268948,-7.2264524,-10.250186,2.1858573,-4.1331816,-8.368055,0.03599337,-0.017772732,-0.025335038,0.017852088,0.0023024385,0.012703923,0.0017317695,0.015068422,0.00020319685,0.0010397191,0.007969924,-0.0053885295,0.009377616,0.0041724704,-0.002874688,0.00343349,-0.0028119222,0.0058739213,0.0020185192,-0.0002703544,0.0014959621,0.0010708922,0.00013156554,0.00058706535,-0.0009931886,0.00093738583
Kirk Douglas_2.wav,71.0,22.05,0.0163,62.26,2124.43,0.0498,-639.6304,147.64764,-3.655953,34.58975,-2.3528776,18.73198,5.4446974,-9.046318,-7.325569,-7.9700904,-1.8896227,-9.191286,-1.010746,-0.03267244,-0.0012972363,0.008526007,-0.0035047783,-0.0015394224,0.000750535,0.002215812,0.0019961158,0.0013469964,0.0014815256,-0.0005239554,0.003636128,0.00333362,0.003222934,-0.0013385242,0.0029411553,-0.0029840246,0.0006987548,-0.00047655284,0.00018812259,0.0010458129,-0.00050543965,0.0013487616,-0.00011851694,0.00044344246,0.000554474
TerryRiley_3.wav,83.0,29.25,0.0785,56.95,1448.06,0.0314,-680.3315,157.35353,32.71828,40.5036,8.361249,13.370404,9.062144,-10.730509,-13.988204,4.1685767,-0.76072156,-9.410358,-1.5816414,-0.009024363,-0.007473498,-0.004449987,-0.002831712,-0.002281152,-0.002031896,0.004044196,0.0011298971,-0.003707176,-0.00219526,0.0005473573,-0.000304663,-0.0014407544,-0.005186186,-0.0041308734,0.00084928056,0.0003357079,-0.001594876,-0.0014545089,0.0005904309,0.0026906526,0.0007027895,6.399738e-05,0.00035471361,-0.00021183681,0.00013909943
TerryRiley_2.wav,90.0,61.83,0.0159,53.92,2539.2,0.0627,-710.0299,123.4765,4.2029014,21.430431,16.345982,26.472036,6.3364162,-7.7188115,-2.7555504,-0.005312389,-4.4043403,-7.5332513,-4.5596957,0.00089296,0.0006090662,-0.0013136435,-0.0019683782,0.0020598343,-0.000665894,-0.0019548133,0.0034659207,0.00047743454,0.0014662693,0.0014579896,-0.0024504985,-0.0006955942,-0.0044158953,-0.0047655413,-0.00062958425,-0.0007153105,-0.0008398024,0.0018386586,4.5550772e-05,0.00091534556,0.0011908113,-0.00056498253,-9.267138e-06,-0.00090991013,-4.7993366e-05
jimmclean_10.wav,90.0,51.85,0.022,71.32,2641.98,0.0587,-700.46515,123.525856,7.7959676,29.35154,3.098213,12.59761,2.5944216,-12.891992,-16.132822,-11.8320465,-6.7477217,-5.9191217,-4.3599234,-0.029685624,-0.01575532,0.005766364,0.0011429226,0.00573592,0.0053563756,0.0006193999,0.0009750857,0.0034360767,0.0045391973,0.001684829,0.00062105135,0.0003066875,0.00033208216,0.00070456334,8.359044e-06,0.0008494508,0.0018315569,0.001086011,0.00037186398,0.00031690474,0.0001295873,-0.00035860072,-0.00021291277,-0.00057702843,-0.00015611068
mauricehinchey_5.wav,89.0,26.94,0.0227,82.9,1592.71,0.048,-658.06586,166.1072,-27.247957,14.168488,35.04147,0.32262412,-6.1001306,-15.466335,-6.95422,-2.865048,-14.056873,2.3030403,4.2373295,-0.02758828,-0.012504728,0.0045782905,0.00034300055,0.00083324814,0.0016789435,0.0004210854,0.003163739,0.0024999673,-0.0016128585,0.0008027782,0.0019024468,-0.0022784853,0.0019889502,-0.00163142,0.0014745473,0.00055252935,-0.00044988852,0.00094717985,-0.0004875339,-0.0006747655,-2.8642824e-05,-7.053402e-05,0.0005961415,-9.511352e-05,-0.001193489
mauricehinchey_0_1.wav,90.0,45.22,0.0106,85.86,3096.86,0.073,-617.66113,119.97456,-22.56679,38.044685,7.599317,7.4909945,-5.4277787,1.5142592,-8.680911,2.5762444,-7.4579525,3.3226047,0.13907439,-0.01062836,-0.0042514107,0.00048654908,0.0046595973,0.0039569344,-0.0011513334,-0.002652749,0.0016662955,0.004464975,0.0022437875,-0.0012161717,-0.002412144,0.00072637753,0.0022561976,-0.0012025592,-0.0012832714,-0.00075355085,-0.00042849983,0.00045867654,-0.0005172597,-0.0009453894,0.00047080612,0.00030564106,0.00071246614,0.0012527666,0.0010026867
mauricehinchey_0_2.wav,16.0,5.88,0.0442,67.14,1939.29,0.0419,-625.617,158.9686,-3.0948784,29.523705,6.7528753,13.768843,-9.879324,-5.8140793,-9.02108,-11.002007,-4.2652826,-2.456339,0.6970757,-0.15914063,-0.112910524,0.029627278,0.028840587,-0.009854796,-0.0011263903,0.017475061,0.016008789,0.023433434,0.024287578,-0.0072900914,-0.017741984,0.011082931,-0.010876488,-0.012585821,-0.0020942902,0.0041968543,0.00019957035,0.001247478,0.004818677,0.0031575179,0.0031413625,0.00483161,0.0024714777,0.0009867289,0.0029949897
KennyRogers_1.wav,24.0,10.82,0.0281,76.64,1932.85,0.039,-706.2464,137.00081,-0.85911316,19.333519,21.07227,14.882648,9.178254,-3.3554738,-0.35093793,6.0922036,4.1763763,-0.025337204,4.23439,0.015549137,-0.008388468,0.00027311608,0.015424106,-0.019348979,-0.006936753,0.005171213,-0.0072383615,-0.004429428,-8.612583e-05,0.00025063142,-0.00046712242,3.2703007e-05,-0.005518919,0.0076282206,0.0038977074,-0.0070975893,0.0039878166,-0.00030048905,-0.0021789682,0.0027329964,0.0015442049,0.0010004117,0.0014745975,0.0019197285,0.0016640779
KennyRogers_3.wav,90.0,46.58,0.0383,69.32,2591.04,0.0478,-739.47375,92.785904,-10.569768,25.13549,14.338173,23.7772,25.239262,8.400446,7.277909,7.02156,5.604756,1.5530822,-0.7066206,0.05008126,0.016896129,-0.01537882,-0.000984486,-0.00063736644,0.007523179,0.0050920784,0.0023841371,-0.0006359653,-0.0011808202,-0.0007078774,0.0015019992,0.00031728172,-0.0043758424,0.0068497,0.0043713055,-0.00025938157,0.0018400981,-0.00097357493,0.002025382,0.00023702673,0.0013477628,-0.00085755077,0.0009910181,0.00016942242,0.00037320767
HarryBelafonte_3.wav,65.0,30.72,0.0271,62.67,1810.25,0.0329,-705.2163,137.53183,34.82312,37.721962,5.6920905,14.604584,7.7663364,-3.0292823,-2.3498476,4.539939,-4.917347,-3.3857696,5.002106,0.009335569,-0.0020516415,-0.0022901108,0.0060415305,0.002968864,0.00948127,0.0017628132,-0.005809824,-0.0085776225,-0.0007676852,0.0002529487,-0.0056569185,-0.0011733461,-0.0060192705,-0.0024478734,0.0015499768,-0.00046596536,0.0017888127,0.0011364451,0.0005729109,-3.168902e-05,0.0006786412,0.001090068,0.0013423457,0.00023478149,-0.0012169549
HarryBelafonte_2.wav,68.0,42.63,0.0223,71.14,3765.76,0.0888,-728.0549,79.1807,29.243647,52.793365,-3.75032,20.880884,0.35997805,-2.8855321,-14.162494,-2.3776457,-7.8023014,-10.468378,-5.2889013,-0.016689762,0.003546858,0.008795392,-0.00072307856,0.0015113748,-0.005800647,-0.0007065942,-0.001057079,-0.0005684257,-0.0021802366,-0.000780659,-0.00021656108,-0.002069113,-0.001462071,-0.0017261995,-0.0004747898,-0.0006802835,3.1939868e-05,0.0013024975,0.0009648879,0.0008379008,0.0007379077,0.0009596277,6.348865e-05,-0.00026446572,0.00046577185
HarryBelafonte_1.wav,90.0,42.47,0.0174,65.18,1751.45,0.0442,-697.4582,139.85834,1.3337843,30.297382,13.959306,10.571075,22.46861,-2.808114,-1.5226964,-0.9276736,-9.705013,-4.2145596,-2.318056,-0.004859903,-0.021167621,-0.014131254,0.012112726,0.0007514589,-0.0006855355,0.0030727943,0.0004786109,0.0024378772,-0.00097386667,0.0030879735,0.002136223,-0.0020596632,0.0024625903,-0.0019223432,-0.0010354071,0.0003141784,0.0005335029,0.0010808203,0.00066385814,0.00014085266,-0.00046955363,-0.000194369,-1.9016557e-05,0.00012524963,0.00010457903
johnmackey_15_1.wav,57.0,0.0,0.1052,72.99,1685.87,0.0318,-552.2164,182.76953,-17.196613,32.90835,4.0300965,24.327536,8.2381,5.714007,1.2207552,9.236048,-4.2242646,3.2253962,10.78271,-0.014977774,0.006309452,-0.004471,0.0073056417,0.001973277,-0.004258868,0.0010269794,-0.007218306,-0.0030526733,0.0043535247,0.0012475336,-0.004058549,0.0001750375,0.0025513032,-0.006590165,0.00542886,0.0010012019,0.0025235494,-0.00095699035,0.001558708,-0.00030315112,0.00047656393,-0.0006925734,-0.00053907785,-0.002143976,-0.0029426084
johnmackey_15_2.wav,11.0,0.0,0.0236,57.07,2839.45,0.0752,-484.3922,159.58548,-39.279217,71.236404,-33.45133,24.537205,-11.203745,-0.45419294,4.3280506,-12.350832,14.062874,-14.678471,11.653127,-0.042569697,0.032299988,0.006233159,-0.018315896,0.036938235,-0.0075793527,-0.007981315,0.0031158742,0.02181148,-0.005670256,-0.017602952,-0.0031923242,-0.021484701,0.0066555864,-0.012436652,0.02129035,-0.010006003,-0.008187345,-0.0047769668,0.00138068,-0.004805384,0.0051012086,0.015190272,0.001025719,0.014464663,0.0019446204
Warren Buffett_2.wav,56.0,12.6,0.0504,68.47,896.61,0.0242,-671.7439,199.80232,30.752806,4.149486,15.166531,7.7885847,-7.8581643,-7.840819,-3.3881228,-9.671609,1.7104284,2.6345487,-5.5254345,-0.0076288404,0.0083874455,0.0048786895,-0.007971738,-0.00861649,-0.00038966414,0.004566069,0.0024335159,-0.0032222776,-0.008065446,-0.002899213,0.004106638,0.0053067016,0.004183008,-0.0056208633,-0.0008948444,0.003538463,0.0019821865,0.0023641048,0.003265281,0.0009905128,-0.0023634876,-0.0011332812,0.00095937244,0.00096018316,7.841915e-05
Warren Buffett_1.wav,30.0,14.72,0.0732,55.9,1558.2,0.0512,-725.94476,143.01495,-7.305373,-15.785823,13.296852,-5.4444366,-16.308159,-11.572928,-16.589949,-14.130974,-6.213904,-8.872022,-8.683784,-0.019420968,-0.016986882,0.00018755201,0.005017741,0.00058360107,-0.0014567715,-0.0001001144,0.0009151535,0.001472097,0.0020882017,0.0023894405,0.0025277035,0.002435705,-0.00021920448,0.00050223805,0.0016680558,0.0013503934,1.882621e-05,-0.00062511064,-0.0007433005,-0.0013968175,-0.0019118143,-0.0015792928,-0.0014091992,-0.0015206344,-0.00064238877
WarrenBuffett_3.wav,90.0,33.17,0.0043,61.86,2413.07,0.0552,-664.6914,138.55537,14.477363,34.04412,-9.220585,8.962776,-5.510857,-3.9221463,-5.4787254,-10.333467,-2.975118,-5.658832,-0.97706926,-0.0054401667,0.0021085758,-0.00061151804,-0.006208818,-0.003968749,-0.0050427816,0.00020516336,0.002560753,0.0028551703,-5.076818e-05,0.0014907367,0.0033336885,0.0031870904,-0.008207066,-0.0014599905,0.0023156689,-0.0013745185,0.0008175474,0.0009294569,0.00075612654,-7.887451e-05,0.0013200258,0.0005254665,-8.498766e-05,0.00069311186,0.00046483704
PeterFonda_3.wav,55.0,22.72,0.0488,53.2,2111.28,0.0458,-668.83545,150.9348,22.47761,34.09131,-1.0778649,10.485278,8.620559,3.587514,0.3154215,-1.1898654,-2.0259612,4.1326656,-0.50874704,0.055934604,0.03489207,0.0039512785,0.0035299887,-0.007804072,0.0024240878,0.0021775158,-0.001985001,0.0014362321,-0.0035352896,-0.004883268,0.0004237463,0.0036629704,0.0020195316,-0.001387534,-0.0032331927,-0.0013458413,-0.00030717853,-0.00016521155,-0.0015090326,-0.0004471476,-0.0002902561,-0.001125825,-0.00026221323,-0.00018780788,-0.0018106216
PeterFonda_2.wav,31.8,10.38,0.0718,55.76,3019.36,0.0736,-600.04443,130.55937,6.472028,52.951996,-15.325017,28.617182,-5.0922937,2.1334848,0.5948969,1.5003366,-1.213713,-2.404854,-1.2352064,-0.00025626272,-0.0020658842,0.011181542,0.0017164112,0.0015937033,-0.0013574545,0.0049891532,0.0061446223,-0.0027658301,-0.0017646619,-3.8414975e-05,0.0015457509,0.004464701,0.009127832,-0.0024774016,-0.0052104555,-0.002595059,0.002186259,-0.0073906514,-0.0016663419,-0.000430481,0.002758361,-0.00032256762,-0.0009838897,-0.0003396177,-3.3445864e-05
MichaelGambon_2.wav,47.0,15.49,0.0215,56.93,962.35,0.0227,-658.6067,193.50644,13.7568655,18.849022,23.860497,2.4271092,7.388221,-2.4585721,-4.2051024,0.88770664,-6.1174817,0.28664908,2.2168374,0.023946274,-0.01230709,-0.027055636,0.015646014,-0.0003764995,-0.015108663,0.0019561735,0.0042494573,0.009707835,0.0058365366,-0.004534654,0.0071715433,0.0074315337,0.0015964543,-0.0021491735,-0.00172362,0.0014340889,-0.0016838086,-0.00024261743,-0.00026391319,-0.0025715488,3.7179754e-05,0.0013257305,0.0019232358,0.0020613912,-0.001960176
Judi Dench_2.wav,90.0,37.64,0.0506,100.31,3410.6,0.0906,-620.53394,113.638275,-26.685638,22.456839,1.9445814,18.823935,-17.040268,8.384943,-2.8717167,9.601264,-0.80982846,1.3505753,-0.31899285,0.01497061,0.0064255507,-0.0069624535,-0.0003048835,-0.0021751402,-0.0042041345,0.0025133411,0.0012108645,0.0016796646,0.00040142,0.0010339697,0.0043480257,-0.0016656765,-0.0072489423,-0.00083298015,0.0034554345,0.0015992878,-0.00017803896,-0.0027843448,0.0017382959,0.0020095462,0.0006148184,0.0003348578,3.006227e-05,-0.0002139135,-3.948731e-05
Judi Dench_3.wav,90.0,45.02,0.0282,73.33,2250.59,0.0537,-712.0629,116.57247,10.23212,19.297443,10.407896,6.7880244,-15.515187,-2.5918326,-8.084367,1.7558135,-6.690815,-7.416882,-2.6199777,-0.009043709,-0.006446217,-0.001609864,0.0020378917,-0.002223696,0.0012037747,0.0023516389,0.0010218273,9.053115e-05,0.0015303929,0.0011787869,0.00027232312,0.00082403095,0.012085203,0.0019031804,-0.0012250701,-0.00022630795,-0.00031574068,0.0018518987,0.0007594771,-0.00024503618,0.0003207784,0.0010504574,0.00015059522,-1.6657068e-05,0.00077676354
DominicChianese_3.wav,42.0,29.8,0.0034,52.57,2394.26,0.0469,-754.5518,112.060005,21.681454,24.228966,10.270138,16.222282,6.217201,-3.5054426,5.314233,-1.8265414,2.0875316,0.36046258,-0.58361304,-0.047084175,-0.021543447,-0.006284234,-0.010405528,0.008208408,-0.016411597,-0.0048532556,0.00851711,-0.0038555018,0.0059101186,0.004773642,0.0009723881,0.00042972688,0.0032954423,0.0148615185,0.001368336,-0.016242545,-0.002655189,-0.0033667525,-0.0033874938,-0.0011314434,-0.004376024,-0.00017281203,-0.0029219727,-0.00065832277,0.00071265904
PaulSorvino_2.wav,32.0,10.77,0.0951,61.33,2045.68,0.0478,-666.61487,157.13583,20.417994,16.832365,6.057881,13.672646,-6.4368496,-3.3512866,-10.3225975,-5.301505,-2.2819548,-3.932911,-6.040037,0.04707356,0.032739475,-0.0048564426,-0.0042621056,0.010293607,0.013292465,-0.00816948,-0.013142145,-0.009835449,-0.007684619,0.0043277713,0.000701292,-0.0030558736,-0.06972743,-0.031140858,0.016498003,0.013873278,0.01193253,0.005156838,0.009515898,-0.00060919276,0.00079711416,0.00053705054,0.0003728735,0.0017669704,0.0019833846
PaulSorvino_3.wav,29.0,10.18,0.0228,76.85,1809.52,0.0459,-620.2428,172.61073,-20.68644,9.879904,13.435649,12.111521,-20.646004,-8.458802,-4.744657,-20.192598,-2.404766,-6.4270377,-2.4989,0.060265046,0.020639094,-0.025052117,-0.004470972,0.009973613,-0.008907647,-0.0191935,0.0026490393,0.0133854095,0.009529647,0.0048128124,0.0018982822,0.006385529,-0.040799607,-0.020870062,0.020390294,0.008114322,-0.0026329998,-0.0020023156,0.008025236,-0.0044852244,-0.006184312,0.0030552216,-0.0006809618,-0.00089700875,-0.0015395787
DavidProwse_10.wav,90.01,24.23,0.0278,59.99,1978.0,0.047,-597.26685,169.48157,-19.11736,24.478817,5.42242,11.777941,-15.316611,-11.555963,-5.639595,-8.823697,-0.7949911,-5.417949,-4.1684556,0.0070049525,0.0075153806,-0.0039774557,-0.00087736215,0.0023356332,-0.004591853,-0.0011965986,0.0022627423,0.0012709559,-0.003977229,-0.0014354733,-0.0016180004,-0.0018505844,-0.0050642462,-0.0044121863,0.0018314242,0.0020416281,-0.0006912668,0.00056850055,0.0017129424,0.0009097208,-0.00023345731,0.0015304968,0.00031977484,-0.0006050546,0.002119717
DavidProwse_5.wav,57.0,9.51,0.0195,53.91,1836.19,0.0378,-578.1406,172.55249,9.962399,24.533836,-0.8404095,22.607813,-3.1651428,7.489126,-10.209836,2.3957307,-2.0783293,4.763415,-1.2129743,-0.01997307,-0.0044013946,0.007938063,0.0053415895,0.005204793,0.0073546227,0.008454524,-0.0013811154,-0.0063718576,-0.00038037542,-0.0020614746,-0.001666024,-0.0015116389,-0.0052218544,-0.004109499,0.0031860375,0.0007167845,-0.001116409,-0.0023055798,0.001214635,0.0010321009,0.0020279621,0.0033482343,0.0006577832,-0.0009998507,-0.0019828507
DavidProwse_0.wav,45.0,21.95,0.0449,55.4,1782.2,0.0431,-765.94916,125.6295,40.520264,25.620132,22.727407,17.142769,4.3691854,-2.6128309,-0.7562135,-4.66617,-6.6386514,-4.538319,-2.332488,-0.048856493,-0.033316877,-0.0057314974,-0.0087141115,-0.0028151462,0.000117523574,-0.0005641093,0.0015163835,0.0022953295,0.0032800636,0.00067391986,-0.00031045554,0.0010826769,-0.0030773294,-0.0024341948,0.004551056,-0.00018033534,-0.0020730672,0.0020885032,0.0018310711,0.0006596936,0.00034680997,0.0012224095,-0.00062932225,-0.0014319092,0.0013368023
AllanBurns_5.wav,90.0,51.79,0.0261,52.31,1338.61,0.0215,-770.8642,120.94444,43.101646,26.911362,20.609253,21.151638,17.461447,12.622614,3.7508862,0.3058977,3.124008,-0.31538373,-1.284865,0.012136246,0.01178184,0.004211539,0.004514209,0.0072365133,0.0043907445,0.00035116595,0.0010159068,0.0026364888,0.0010230424,-0.00048376148,0.0007175855,0.0016515428,0.0017449347,-0.00010131729,-0.003201863,-0.002035619,0.00011422775,-9.3074515e-05,-0.00062200514,-5.2155854e-05,0.0003188155,0.0001482541,0.00019023902,0.00041701656,0.00047446124
emilegriffith_5.wav,10.0,4.59,0.0142,69.28,1990.39,0.0486,-618.2296,155.9267,1.5689685,21.334475,-5.3371563,9.604703,-4.265398,-5.6195555,-14.183469,-3.3619943,-9.967663,-6.1846485,-9.1832,0.02624264,0.029073786,0.07673321,-0.05045728,-0.044593055,-0.06661819,-0.011654872,0.01804255,0.016601382,0.00065379683,-0.015052052,0.004714563,0.017597383,0.03259072,-0.006566809,0.020756619,-0.018381085,-0.0021089236,-0.01165571,0.001770711,0.0047426345,0.007352283,-0.0061024535,-0.0010303089,-0.0016229739,0.012392152
PhilipGlass_1.wav,28.0,7.7,0.0293,63.92,2308.34,0.0624,-584.01526,157.28633,-19.96729,30.231104,-10.791324,14.804296,-2.272687,-5.2336245,-6.7254276,2.8415465,0.66211456,-3.0694416,-2.6179564,0.07827086,0.07247153,0.013057379,-0.0029965672,-0.00399477,-0.010987952,-0.011983305,-0.006915039,0.0018973339,0.003589582,-0.0018961469,-0.0052446313,-0.005180125,0.017874734,0.018610703,0.0047633247,0.0021947245,-0.0013060566,-0.0022099654,-0.00025536434,-0.0013583913,0.001014332,-0.001040054,0.0015760743,0.0005831912,-0.0022096955
andrewsachs_15.wav,90.0,42.0,0.0232,59.55,2947.57,0.0692,-646.9927,125.13791,5.8741918,37.09018,-9.069226,18.808783,-3.8410048,4.0327854,-10.236812,-2.9578228,5.0189238,-5.092984,-0.35322544,-0.012571358,-0.01763268,-0.0035020353,0.0140313795,-0.0031302324,0.0015977079,0.0020972372,0.0007977129,-0.0004000098,0.0029471542,-0.0011219907,-0.00046329148,-0.00034044206,0.0005968947,-0.008689922,-0.0005582484,-0.00018646363,-0.0008990811,-0.0014131762,0.0012979482,0.0010119707,0.0021524646,0.0019951055,-0.001260127,-9.494331e-06,0.00014777265
andrewsachs_10.wav,77.0,25.66,0.0176,58.44,1550.73,0.0415,-627.0528,178.83179,-10.562273,23.140406,9.652886,13.753899,8.179297,-8.802031,8.501858,3.005358,5.8041234,-2.9516363,-6.9807296,-0.013544348,-0.005321639,0.0002287812,0.005758678,-7.434749e-05,-0.0030025851,0.0044318847,0.0024017345,-0.002927221,-0.001869217,-0.0017440097,-7.24331e-05,0.001395728,0.001733944,-0.0028901007,0.003844322,-0.0050479355,0.0016418786,0.0010151226,-0.0016705154,0.0013219643,0.00021641883,9.734613e-05,-0.0012471601,0.0004172986,0.000754684
DionneWarwick_3.wav,90.0,47.16,0.021,85.36,2189.2,0.0487,-769.45264,98.20261,3.1598465,21.250032,23.018028,-0.6292748,-4.9404936,-2.3698707,-6.7823606,-11.507728,-4.5295978,-0.92286944,-6.3070893,0.014574612,0.013741384,0.0048305346,0.0010040666,-0.0022829704,-0.0034097638,-0.0020652981,-0.0009402545,-0.0026014866,-0.005594027,-0.006978839,-0.006675179,-0.005250206,0.0116205225,0.009537798,0.0005643789,-0.002232516,-0.0030835907,-0.0024904,-0.0011840913,-0.00040286352,-0.0010618457,-0.002015189,-0.0018281194,-0.0012610259,-0.0006451283
DionneWarwick_1.wav,82.0,22.52,0.1793,67.11,2722.27,0.0595,-583.3422,137.03201,10.094354,48.080414,-20.721985,16.538876,-2.444301,2.2559536,-9.317635,1.2075874,-5.0010233,1.3112342,-11.967042,0.009680906,-0.0013024326,-0.0081500085,0.0033743267,-0.004948399,-0.0020285444,-0.0039318344,-0.0022111116,0.001486566,0.0013859757,0.0031643235,-0.0008557927,-0.0003152668,0.007043506,0.0027370404,0.00074196374,0.00011529008,0.0014938952,-0.0012925827,-0.0009900471,2.7241627e-05,0.0010266551,-0.00067254424,2.99549e-05,-0.001698966,-0.0003564345
